time,open,high,low,close
9/16/2021,2582354.93,2649311.04,2562230.90,2649223.70,9.00
9/17/2021,2643512.86,2718510.87,2633399.74,2718510.87,4.00
9/20/2021,2670069.90,2774099.65,2648418.74,2774007.72,7.00
9/21/2021,2768772.29,2781259.04,2706323.96,2729825.18,26.00
9/22/2021,2740745.93,2797986.24,2731415.47,2797893.98,7.00
9/23/2021,2779200.36,2817419.75,2768183.91,2772893.24,16.00
9/24/2021,2759924.91,2759924.91,2622884.88,2688239.37,25.00
9/27/2021,2669088.15,2694868.71,2652093.66,2670034.28,16.00
9/28/2021,2647281.68,2802668.40,2647281.68,2802668.40,7.00
9/29/2021,2793360.60,2793360.60,2706368.24,2763492.37,17.00
9/30/2021,2770220.63,2770220.63,2616168.69,2690654.30,31.00
10/1/2021,2666677.50,2780708.07,2661179.87,2780617.01,8.00
10/4/2021,2769658.53,2916189.75,2752292.37,2901590.08,6.00
10/5/2021,2903556.10,2934453.60,2842490.73,2927439.47,8.00
10/6/2021,2974407.39,3018078.79,2898362.83,3017979.71,16.00
10/7/2021,2997909.62,3017165.71,2950560.93,3017165.71,12.00
10/8/2021,3000789.28,3000789.28,2803418.41,2836645.33,38.00
10/11/2021,2817607.92,2977421.02,2817607.92,2977421.02,4.00
10/12/2021,2968047.77,2970211.45,2920495.27,2946679.35,18.00
10/13/2021,2920657.34,2920657.34,2796768.78,2835759.36,27.00
10/14/2021,2829107.03,2907630.38,2812155.32,2907534.50,5.00
10/15/2021,2903954.49,2903954.49,2777950.74,2816432.53,23.00
10/18/2021,2800697.65,2944608.92,2792639.48,2944513.78,5.00
10/19/2021,2941260.92,2978753.62,2930876.66,2978654.19,9.00
10/20/2021,2976017.93,2976017.93,2914137.21,2937819.13,18.00
10/21/2021,2919933.10,2971612.09,2908520.15,2971512.92,8.00
10/22/2021,2962555.34,2967039.37,2919062.66,2967039.37,20.00
10/25/2021,2967355.33,3074809.24,2967355.33,3074709.09,4.00
10/26/2021,3067807.83,3135061.90,3052633.80,3135061.90,12.00
10/27/2021,3130771.25,3174229.51,3106790.54,3174229.51,13.00
10/28/2021,3168580.24,3168580.24,3054257.07,3112787.83,22.00
10/29/2021,3133029.59,3253712.07,3123693.93,3253607.10,6.00
11/1/2021,3273363.88,3273363.88,3211291.68,3266844.74,21.00
11/2/2021,3255926.28,3264799.11,3212228.54,3233983.13,27.00
11/3/2021,3227229.13,3322990.62,3186361.89,3322881.67,15.00
11/4/2021,3311303.92,3386477.90,3301082.10,3386366.03,13.00
11/5/2021,3391784.75,3391784.75,3326231.33,3382635.16,19.00
11/8/2021,3368598.50,3368598.50,3211847.85,3221923.47,32.00
11/9/2021,3219878.39,3294022.38,3156409.22,3191415.84,20.00
11/10/2021,3179055.20,3293611.18,3163970.07,3293611.18,13.00
11/11/2021,3288798.59,3288798.59,3179448.54,3213649.35,30.00
11/12/2021,3206648.23,3325140.16,3195494.53,3325031.91,7.00
11/15/2021,3312479.42,3329649.41,3276002.28,3288371.87,21.00
11/16/2021,3264543.55,3330754.67,3264543.55,3330643.95,9.00
11/17/2021,3334215.82,3334215.82,3175753.87,3186354.05,42.00
11/18/2021,3193587.24,3237615.06,3160697.50,3237507.83,9.00
11/19/2021,3237398.90,3255064.35,3114986.59,3115518.77,34.00
11/22/2021,3156963.77,3399509.07,3156963.77,3399509.07,3.00
11/23/2021,3380048.70,3466455.38,3376857.23,3466340.92,12.00
11/24/2021,3461654.14,3619606.23,3442325.49,3619489.54,5.00
11/26/2021,3603787.66,3781382.93,3598544.83,3781382.93,5.00
11/29/2021,3744005.73,3744005.73,3575240.73,3692978.40,14.00
11/30/2021,3669865.71,3779740.60,3611446.10,3779740.60,12.00
12/1/2021,3789871.72,3983911.12,3554053.54,3983911.12,24.00
12/2/2021,4041655.52,4041655.52,3804336.70,3891732.65,16.00
12/3/2021,3858138.42,4220056.75,3849790.50,4219925.47,5.00
12/6/2021,4152660.55,4224641.53,4057841.47,4224499.24,12.00
12/7/2021,4228366.09,4319274.11,4209753.13,4319131.88,6.00
12/8/2021,4325072.25,4325072.25,4041672.27,4135852.44,25.00
12/9/2021,4169895.56,4390551.17,4169895.56,4390551.17,5.00
12/10/2021,4373580.73,4373580.73,4051692.71,4137554.79,29.00
12/13/2021,4136999.31,4174387.28,3989839.28,4174387.28,14.00
12/14/2021,4227421.19,4282661.53,4178852.98,4282520.82,14.00
12/15/2021,4244127.72,4389941.42,3970944.38,4389797.22,14.00
12/16/2021,4381700.26,4720268.05,4319039.33,4720268.05,8.00
12/17/2021,4671322.61,4671322.61,4254530.62,4254530.62,31.00
12/20/2021,4221823.70,4221823.70,3741232.37,3794009.44,40.00
12/21/2021,3784401.96,4066706.11,3722655.86,4066578.23,9.00
12/22/2021,4051095.58,4071805.64,3963313.16,4071668.66,18.00
12/23/2021,4068640.51,4116897.44,4032776.00,4116760.34,9.00
12/27/2021,4146471.86,4250307.17,4114077.50,4250168.66,6.00
12/28/2021,4271481.37,4271481.37,4071876.47,4121103.96,18.00
12/29/2021,4121923.38,4124263.63,4081372.26,4108513.86,16.00
12/30/2021,4113834.63,4193338.75,4097932.45,4193338.75,15.00
12/31/2021,4214730.19,4315769.76,4211656.74,4315769.76,9.00
1/3/2022,4335638.54,4375184.83,4246294.62,4348583.15,16.00
1/4/2022,4345407.28,4498607.00,4264864.64,4498460.57,11.00
1/5/2022,4524314.16,4843204.96,4397082.43,4843204.96,14.00
1/6/2022,4922156.56,4953178.37,4865489.32,4953178.37,9.00
1/7/2022,4949399.10,5147532.28,4932373.08,5147532.28,10.00
1/10/2022,5100890.23,5369870.46,4956250.19,5369696.76,14.00
1/11/2022,5364980.80,5364980.80,4934078.10,5303983.91,15.00
1/12/2022,5265564.82,5265564.82,4817805.15,4821458.97,32.00
1/13/2022,4809389.09,5193621.63,4656139.64,5193621.63,16.00
1/14/2022,5298146.19,5298146.19,4903005.75,5010520.72,26.00
1/18/2022,5006061.73,5006061.73,4900388.30,5002925.47,16.00
1/19/2022,5002388.22,5261081.18,4957724.49,5261081.18,21.00
1/20/2022,5250281.39,5624370.45,5046137.08,5624370.45,15.00
1/21/2022,5678224.51,6085172.71,5649704.61,6085172.71,13.00
1/24/2022,6143681.90,6433665.20,5606565.22,6433459.05,30.00
1/25/2022,6377575.86,6377575.86,5494764.80,5538574.12,26.00
1/26/2022,5498433.32,5543486.13,5007627.05,5438770.17,15.00
1/27/2022,5408060.26,5408060.26,4810827.32,5293448.64,22.00
1/28/2022,5212141.92,5931819.68,5212141.92,5931640.30,12.00
1/31/2022,5838992.62,6322547.47,5703319.63,6322346.82,4.00
2/1/2022,6310996.95,6310996.95,5873993.81,6095033.33,23.00
2/2/2022,6092183.64,6092183.64,5838990.89,5920424.89,21.00
2/3/2022,5913164.89,5913164.89,5492109.56,5887685.71,15.00
2/4/2022,5898786.68,5955572.82,5749187.00,5955373.49,11.00
2/7/2022,5939881.26,5939881.26,5722591.96,5896827.32,24.00
2/8/2022,5867562.04,6048303.51,5716014.42,6048103.91,14.00
2/9/2022,6041911.18,6072022.56,5878542.48,6071818.08,19.00
2/10/2022,6301324.88,6336028.29,6038417.45,6336028.29,11.00
2/11/2022,6325438.89,6973824.74,6219689.10,6973824.74,13.00
2/14/2022,6917637.84,6917637.84,6150135.17,6150135.17,27.00
2/15/2022,6145744.14,6154108.02,5802486.01,5955157.94,23.00
2/16/2022,6041909.93,6041909.93,5614408.47,5878730.03,19.00
2/17/2022,5871864.95,6180663.77,5730905.85,6180663.77,12.00
2/18/2022,6261831.90,6263264.30,6091523.46,6108671.91,14.00
2/22/2022,6082018.59,6298776.65,6068830.63,6298776.65,11.00
2/23/2022,6269278.65,6713202.48,5968397.39,6713202.48,11.00
2/24/2022,8463012.24,8463012.24,8462784.33,8462784.33,2.00
2/25/2022,8390839.72,8784972.60,8164047.19,8784685.54,9.00
2/28/2022,8726414.44,8726414.44,7808581.65,8055983.36,28.00
3/1/2022,8019683.72,8019683.72,7573190.06,7995613.52,15.00
3/2/2022,7967660.12,7967660.12,7353841.56,7722575.09,18.00
3/3/2022,8069532.73,8152676.39,7887191.68,8152676.39,10.00
3/4/2022,8148845.27,8148845.27,7870991.63,7888798.82,22.00
3/7/2022,7860792.32,9064005.81,7860792.32,9064005.81,3.00
3/8/2022,9001389.41,9001389.41,7302329.12,7553719.04,33.00
3/9/2022,7539785.49,7539785.49,6855674.64,7170696.61,17.00
3/10/2022,7185199.23,7185199.23,6869661.99,7096137.55,17.00
3/11/2022,7074914.05,7659761.72,6949262.36,7659761.72,7.00
3/14/2022,7625666.84,7788837.50,7206317.11,7788837.50,15.00
3/15/2022,7756881.62,8401230.61,7756881.62,8400965.61,8.00
3/16/2022,8372684.77,9268594.42,8327920.44,9268309.21,10.00
3/17/2022,9235095.22,9281710.34,8785309.89,9281395.89,21.00
3/18/2022,9187773.45,9807157.70,9009759.28,9806843.16,7.00
3/21/2022,9884092.80,10114322.49,9762178.01,9876459.93,16.00
3/22/2022,9983435.63,10487937.23,9944918.27,10487602.81,4.00
3/23/2022,10449291.99,10449291.99,9977459.82,10435346.65,12.00
3/24/2022,10361019.25,10540903.35,9811088.61,10540550.15,18.00
3/25/2022,10492110.23,10492110.23,10159819.14,10442577.60,19.00
3/28/2022,10645745.60,10966123.71,10427107.73,10965770.56,12.00
3/29/2022,11020404.76,11034268.80,10471524.91,10798552.89,22.00
3/30/2022,10784531.13,10837092.34,10598816.07,10837092.34,21.00
3/31/2022,10961931.03,11040829.25,10610830.18,11040829.25,18.00
4/1/2022,10976354.22,10976354.22,10764666.43,10935018.58,20.00
4/4/2022,10880782.33,11442435.37,10697955.49,11442065.79,6.00
4/5/2022,11384442.57,11886675.36,11087630.94,11886675.36,8.00
4/6/2022,11801292.32,12094924.16,11312737.16,11312737.16,24.00
4/7/2022,11258849.06,11258849.06,10770611.22,10976894.05,22.00
4/8/2022,10922880.44,10995120.71,10490795.44,10755202.13,18.00
4/11/2022,10735248.85,10747360.58,9738495.55,10043855.27,39.00
4/12/2022,10027208.73,10710191.35,10027208.73,10710191.35,10.00
4/13/2022,10622745.53,11277548.02,10481216.33,11277184.76,7.00
4/14/2022,11245525.70,12105122.81,11104486.43,12105122.81,6.00
4/18/2022,12075075.59,12075075.59,11861606.43,11861606.43,9.00
4/19/2022,11778891.38,12650822.46,11575618.85,12650420.14,8.00
4/20/2022,12621282.74,13053793.60,12621282.74,12944351.57,15.00
4/21/2022,13106084.81,14823942.53,12950503.38,14823942.53,5.00
4/22/2022,14761928.83,14761928.83,13435229.37,14653730.12,15.00
4/25/2022,14531778.20,14531778.20,11572766.22,12416474.26,41.00
4/26/2022,12298146.70,13021548.77,12298146.70,13013708.08,17.00
4/27/2022,13267162.53,13401782.49,11487870.64,11872425.72,27.00
4/28/2022,11828330.22,12713779.21,11585581.49,12713375.25,18.00
4/29/2022,12588733.00,14336195.15,12426623.01,14336195.15,6.00
5/2/2022,14233892.11,14357833.89,13457041.58,14357345.24,24.00
5/3/2022,14271863.81,14271863.81,12230609.19,12284194.57,35.00
5/4/2022,12286855.81,13278820.10,11705579.09,13278402.27,15.00
5/5/2022,13315570.62,14871041.93,13182987.39,14871041.93,4.00
5/6/2022,14652160.42,14792944.22,13881396.01,13963443.54,18.00
5/9/2022,13798141.44,14064191.27,13221837.54,14064191.27,17.00
5/10/2022,13946322.47,14608863.19,13946322.47,14552025.42,11.00
5/11/2022,14223485.51,14375816.99,12811884.99,14375816.99,16.00
5/12/2022,14057349.79,14057349.79,11778938.31,12006396.21,30.00
5/13/2022,11996658.39,12604901.36,11989754.04,12544983.20,12.00
5/16/2022,12513204.75,12513204.75,11565104.78,11690426.75,25.00
5/17/2022,11683879.99,11693212.85,11190981.60,11606514.46,23.00
5/18/2022,11564497.78,12817277.19,11347414.96,12817277.19,10.00
5/19/2022,12921536.09,13060414.75,11772028.95,12005967.47,25.00
5/20/2022,11965006.97,13041596.30,11504551.25,13041184.48,10.00
5/23/2022,12942166.33,12942166.33,12220303.17,12785905.04,16.00
5/24/2022,12771258.90,13114158.45,12396155.94,12745278.14,15.00
5/25/2022,12958908.14,12958908.14,11828871.03,12228748.63,22.00
5/26/2022,13720870.09,13720870.09,13720451.65,13720451.65,2.00
5/27/2022,13825474.57,14619577.56,13781630.79,14619109.05,6.00
5/31/2022,15063490.66,15251722.47,15045826.95,15208890.17,8.00
6/1/2022,15275409.13,15520437.15,14795651.71,15137160.12,25.00
6/2/2022,15074974.10,16422556.18,14709683.18,16422039.82,11.00
6/3/2022,16236262.07,16236262.07,15027547.63,15513897.66,20.00
6/6/2022,15404364.61,15941529.25,15185694.67,15941529.25,7.00
6/7/2022,15953579.18,16633435.57,15833358.35,16632891.29,15.00
6/8/2022,16621548.62,16819769.98,16125053.27,16671320.17,18.00
6/9/2022,16612493.92,17220508.04,15567318.05,17220508.04,21.00
6/10/2022,17022958.22,17287692.64,16664556.92,17055435.58,24.00
6/13/2022,17035980.54,17035980.54,15725241.34,16541856.09,23.00
6/14/2022,16372782.37,16557984.71,14967754.60,14967754.60,37.00
6/15/2022,14819203.96,14819203.96,12717768.39,12802033.09,31.00
6/16/2022,12673753.12,12744050.60,12488954.72,12735967.18,9.00
6/17/2022,13008522.90,13008522.90,12391025.00,12409137.96,18.00
6/21/2022,12346923.71,12694455.46,11773953.61,11859873.11,37.00
6/22/2022,11677097.71,11677097.71,11069116.28,11436423.28,18.00
6/23/2022,11302494.48,11745173.84,11277029.99,11744781.22,14.00
6/24/2022,11711743.90,12533974.31,11711743.90,12533572.04,13.00
6/27/2022,12403361.96,12691157.54,12403361.96,12602043.08,21.00
6/28/2022,12799553.28,14425959.07,12574713.44,14425959.07,7.00
6/29/2022,14539579.29,14617032.36,13830595.83,13911525.26,23.00
6/30/2022,13778865.26,14178440.21,13631582.67,13990433.08,11.00
7/1/2022,13828480.87,13908228.76,12948395.09,13531139.58,28.00
7/5/2022,13559901.14,14553265.35,12771000.90,14552801.05,9.00
7/6/2022,14491477.30,14491477.30,11729844.89,11919465.43,49.00
7/7/2022,11802930.29,12351523.26,11652793.80,12351115.00,4.00
7/8/2022,12281301.23,12619726.73,12221210.98,12619303.73,9.00
7/11/2022,12522151.96,12872163.66,12322718.85,12465112.90,26.00
7/12/2022,12480563.92,12643782.96,11658234.12,12154563.41,27.00
7/13/2022,11994204.44,12251739.92,11756515.28,12251322.72,12.00
7/14/2022,11995790.36,12581205.46,11626266.14,12580785.04,14.00
7/15/2022,12525323.28,12525323.28,11099421.17,11362405.97,28.00
7/18/2022,11334225.46,11850197.22,10975758.46,11850197.22,24.00
7/19/2022,11901566.84,12448757.27,11596076.54,12448351.68,7.00
7/20/2022,12337682.51,12744970.64,12337682.51,12625069.16,15.00
7/21/2022,12554660.46,12791682.91,12022891.65,12791251.64,13.00
7/22/2022,12731155.76,13286225.55,12567047.48,13286225.55,7.00
7/25/2022,13265113.35,13265113.35,12316162.44,12351071.73,27.00
7/26/2022,12195557.19,12304981.14,11857997.80,12304981.14,13.00
7/27/2022,12322648.92,13509717.34,12322648.92,13509296.94,5.00
7/28/2022,13421342.94,14615598.82,13302888.18,14615137.56,6.00
7/29/2022,14595853.20,15067072.01,14532197.67,15066573.56,15.00
8/1/2022,14945568.83,15465043.87,14860373.68,15465043.87,11.00
8/2/2022,15310310.95,15353696.49,14539391.82,14654769.83,28.00
8/3/2022,14939677.53,15497902.52,14725220.12,15497403.43,6.00
8/4/2022,15400836.63,15400836.63,14958595.82,15251884.79,13.00
8/5/2022,15303356.51,15303356.51,14511977.33,14676841.31,28.00
8/8/2022,15055338.91,15400696.17,14667265.58,15400696.17,9.00
8/9/2022,15527761.14,15538925.15,15002336.35,15021247.97,21.00
8/10/2022,14867696.31,14872749.12,14351745.95,14653242.70,18.00
8/11/2022,14596141.26,15029855.04,14195478.15,15029855.04,13.00
8/12/2022,14939043.84,14939043.84,14032984.08,14780097.57,15.00
8/15/2022,14780097.57,14780097.57,14218851.18,14685243.82,14.00
8/16/2022,14674627.06,14937258.57,14545003.26,14936759.30,8.00
8/17/2022,14895031.55,14895031.55,13780373.25,13808953.10,35.00
8/18/2022,13761882.58,13761882.58,13144663.68,13233129.55,23.00
8/19/2022,13226638.35,13462925.15,13138577.57,13449788.17,13.00
8/22/2022,13424442.37,13960061.98,13383401.83,13960061.98,5.00
8/23/2022,13970714.74,14069657.23,13273633.86,13411481.34,35.00
8/24/2022,13363662.66,13363662.66,12776799.47,12776799.47,31.00
8/25/2022,12705824.39,12823554.88,12352071.00,12823119.56,24.00
8/26/2022,12756974.79,13778567.93,11938743.69,13778567.93,10.00
8/29/2022,13944928.77,13944928.77,12785032.31,12858693.07,23.00
8/30/2022,12811645.51,13350609.28,12619178.58,13250284.90,13.00
8/31/2022,13230603.88,13575069.38,12855750.15,13575069.38,8.00
9/1/2022,13485446.91,13843492.17,13005444.05,13843027.67,20.00
9/2/2022,13978323.52,14900534.02,13614646.29,14900534.02,8.00
9/6/2022,14747708.66,15063715.09,13709190.63,13775719.26,33.00
9/7/2022,13957756.25,14352224.55,13555668.45,14351753.13,10.00
9/8/2022,14277578.54,14277578.54,13415547.61,13760926.65,17.00
9/9/2022,13817204.67,14244109.36,13744191.41,14243639.25,6.00
9/12/2022,14227032.36,14362975.69,13850031.75,14007654.80,26.00
9/13/2022,13996525.52,15469947.40,13996525.52,15469947.40,5.00
9/14/2022,15580738.17,15658592.83,15443300.00,15618832.59,7.00
9/15/2022,15548707.26,16212181.75,15332867.73,16212181.75,9.00
9/16/2022,16209365.52,16209365.52,14546630.73,15056800.82,33.00
9/19/2022,15277497.17,15380316.26,14824900.28,15379800.09,14.00
9/20/2022,15381931.51,15381931.51,13882596.26,13882596.26,35.00
9/21/2022,13851936.74,13872550.76,11610975.07,12725978.28,47.00
9/22/2022,12616198.41,12616198.41,11858216.35,11924943.97,23.00
9/23/2022,11881527.07,11881527.07,10722906.94,10722906.94,30.00
9/26/2022,11060658.76,11545194.27,11021686.01,11545194.27,5.00
9/27/2022,11438374.82,11558684.48,11026988.73,11558684.48,10.00
9/28/2022,11526675.37,11571795.73,10524465.53,11445724.94,14.00
9/29/2022,11422505.94,11987947.07,11422505.94,11550860.43,18.00
9/30/2022,11453833.89,12063459.87,11039128.04,12063459.87,15.00
10/3/2022,12013286.95,12541392.85,11915418.11,12540977.54,8.00
10/4/2022,12520784.14,12920707.17,12180892.67,12301643.29,37.00
10/5/2022,12269859.61,12731823.92,11901367.28,12731401.30,14.00
10/6/2022,12939526.00,13128342.78,12464315.86,12764227.20,21.00
10/7/2022,12717305.14,13369215.15,12544018.74,13369215.15,8.00
10/10/2022,13343416.39,13760046.71,13343416.39,13696844.42,12.00
10/11/2022,13652876.75,14060741.48,13576303.40,14060741.48,10.00
10/12/2022,13961888.26,14032333.36,12250578.65,12425085.38,38.00
10/13/2022,12240254.33,14320397.00,11753221.40,14319968.70,8.00
10/14/2022,14283577.87,16241124.00,14121084.77,16241124.00,4.00
10/17/2022,16452441.78,16452441.78,15584650.06,15683077.04,18.00
10/18/2022,15623591.65,16359742.19,15467304.58,16359742.19,8.00
10/19/2022,16347646.29,16347646.29,15586908.16,15767221.37,21.00
10/20/2022,15669176.15,16618190.81,15238012.14,16618190.81,9.00
10/21/2022,16428732.69,16428732.69,14959532.75,16305647.57,17.00
10/24/2022,16238786.68,16238786.68,14413660.25,15312800.13,15.00
10/25/2022,15345608.58,15706720.24,15235264.60,15706194.47,14.00
10/26/2022,15608378.00,15811704.07,15111203.78,15811704.07,8.00
10/27/2022,15734335.37,16166676.18,15499923.11,16116879.29,11.00
10/28/2022,16478511.62,17369714.91,15875548.60,17369161.12,8.00
10/31/2022,17127896.90,17127896.90,15994125.58,15994125.58,31.00
11/1/2022,17508333.08,17508333.08,17508333.08,17508333.08,2.00
11/2/2022,17637619.88,17637619.88,15312931.76,17523201.14,18.00
11/3/2022,17223271.55,17223271.55,14636094.88,15113836.84,44.00
11/4/2022,15672581.70,15672581.70,15057937.00,15614546.51,15.00
11/7/2022,15459790.37,15640248.66,14829937.80,15447001.50,18.00
11/8/2022,15499375.46,15726175.08,15404470.48,15717900.09,10.00
11/9/2022,15769059.65,15986964.47,15092940.92,15986964.47,16.00
11/10/2022,15762805.23,16816257.23,15388646.13,16815708.09,8.00
11/11/2022,16810365.10,17544812.17,16573724.08,17544235.30,9.00
11/14/2022,17482889.80,17684783.23,17290846.97,17684783.23,15.00
11/15/2022,17490564.34,17490564.34,16372242.32,16797304.59,32.00
11/16/2022,16745860.01,16745860.01,15564048.24,15629324.88,29.00
11/17/2022,15680453.65,15680453.65,15107105.29,15567465.49,18.00
11/18/2022,15733833.48,16100825.98,15699059.24,15805777.87,10.00
11/21/2022,15727843.02,15727843.02,15380322.93,15449245.99,17.00
11/22/2022,15426834.89,16495350.52,15356842.25,16494820.27,5.00
11/23/2022,16921504.27,17021028.75,16819411.95,17020463.00,6.00
11/25/2022,16994394.43,17008035.10,16654811.91,16704033.38,21.00
11/28/2022,16860966.14,17264985.10,16508276.46,17264985.10,11.00
11/29/2022,17252181.23,17252181.23,16569580.48,16997109.14,14.00
11/30/2022,16943851.54,18320085.20,15350400.52,18319502.83,34.00
12/1/2022,18113930.05,18113930.05,16204530.75,16266326.86,39.00
12/2/2022,16282072.94,16282072.94,15173742.84,15710664.34,22.00
12/5/2022,15801496.06,16341020.22,15759060.93,16341020.22,7.00
12/6/2022,16288729.03,17553262.95,16288729.03,17553262.95,3.00
12/7/2022,17475767.91,17475767.91,14985857.39,14985857.39,38.00
12/8/2022,14928440.54,15454132.60,14928440.54,15453618.00,14.00
12/9/2022,15215661.19,15215661.19,13950542.57,14333288.87,29.00
12/12/2022,14268372.71,14663064.75,13985202.34,14662572.77,16.00
12/13/2022,14812465.60,16025080.12,14627595.43,16025080.12,6.00
12/14/2022,15962872.80,15962872.80,14968651.94,15088725.63,19.00
12/15/2022,15060954.77,16231627.54,15060954.77,16231627.54,3.00
12/16/2022,16106355.30,16356861.99,15929623.96,16156926.06,9.00
12/19/2022,16215494.03,16698321.07,16182354.07,16698321.07,8.00
12/20/2022,16608096.75,16608096.75,16087346.66,16118997.66,19.00
12/21/2022,15952393.46,16485945.32,15906499.67,16475282.58,6.00
12/22/2022,16377738.18,17612668.10,16377738.18,17612099.89,6.00
12/23/2022,17429275.42,17590456.72,16964580.02,17589849.41,10.00
12/27/2022,17966992.92,17966992.92,17330520.49,17664704.33,18.00
12/28/2022,17618391.97,18555935.17,17618391.97,18555935.17,14.00
12/29/2022,18575055.87,19608566.67,18575055.87,19607926.65,3.00
12/30/2022,19480105.71,19480105.71,18513503.64,19271064.70,20.00
1/3/2023,19014602.75,19584986.59,18592461.37,19548812.92,10.00
1/4/2023,19533438.56,19585264.28,18251966.84,18378017.31,21.00
1/5/2023,18742393.50,18801198.54,17983686.02,18296439.79,32.00
1/6/2023,18223435.28,19783476.20,18049589.00,19782845.52,7.00
1/9/2023,19733271.82,21004306.15,19527669.21,21004306.15,7.00
1/10/2023,20766808.86,20878649.34,19343462.80,19978575.76,29.00
1/11/2023,19795018.96,19795018.96,18474878.90,19394418.56,18.00
1/12/2023,19263563.51,19842977.39,18830281.58,19499837.72,18.00
1/13/2023,19435030.85,19435030.85,18532746.93,19402352.25,14.00
1/17/2023,19297377.63,19297377.63,18487891.48,18520329.83,28.00
1/18/2023,18303542.96,19049751.37,17645869.31,19049751.37,15.00
1/19/2023,19016701.69,19112483.26,18647127.17,18812326.39,17.00
1/20/2023,18798065.35,20529435.43,18798065.35,20528789.26,3.00
1/23/2023,20487503.54,21043783.58,19929859.23,20898297.32,13.00
1/24/2023,20798543.32,20803568.55,19172323.39,19220187.90,41.00
1/25/2023,19224957.40,20585389.47,19087916.86,20584730.07,11.00
1/26/2023,20564973.06,20564973.06,19739162.39,20486115.65,18.00
1/27/2023,20940007.25,21418198.20,20883578.04,21417496.72,4.00
1/30/2023,21347421.52,21390430.54,20775551.66,21390430.54,21.00
1/31/2023,21422796.72,21639576.80,20643788.03,21638844.11,10.00
2/1/2023,21544794.19,21582302.15,18638247.92,20352604.91,48.00
2/2/2023,20104563.35,20104563.35,18569278.57,18935816.54,26.00
2/3/2023,19813956.02,20475400.67,19813956.02,20475400.67,3.00
2/6/2023,20486183.91,20486183.91,18127361.46,18272077.60,27.00
2/7/2023,18240155.95,19128649.88,17568500.18,19128026.03,21.00
2/8/2023,19041283.43,19766228.29,18816099.41,19766228.29,9.00
2/9/2023,19901425.60,20891080.55,19382502.44,20891080.55,12.00
2/10/2023,20743661.58,20743661.58,19430358.43,19518951.48,26.00
2/13/2023,19437777.38,20340040.41,19437777.38,20339373.25,5.00
2/14/2023,20220057.16,20785375.06,19890285.08,20582459.22,23.00
2/15/2023,20655267.15,20655267.15,19697853.21,20642323.18,12.00
2/16/2023,20620639.42,21585621.56,20380773.37,21585621.56,9.00
2/17/2023,21490988.78,21636661.70,20847099.17,21268338.71,20.00
2/21/2023,21228285.41,22145714.34,21060960.94,22145714.34,7.00
2/22/2023,22178751.85,22429284.65,20928112.34,20928112.34,29.00
2/23/2023,21011743.67,21792724.26,20780342.57,21792007.74,9.00
2/24/2023,21836784.24,22143345.08,21200099.49,21351958.33,28.00
2/27/2023,21230464.09,21230464.09,20609678.67,20858101.36,29.00
2/28/2023,20846730.68,20854545.17,20051146.76,20304336.52,33.00
3/1/2023,20206616.91,20206616.91,19697477.80,19924881.29,16.00
3/2/2023,19864168.55,20469194.87,19382696.02,20468512.23,16.00
3/3/2023,20445615.58,21573838.87,20445615.58,21573138.53,5.00
3/6/2023,21501526.53,22053285.50,20979854.17,22053285.50,11.00
3/7/2023,21993728.19,22442192.71,21431921.30,22022544.52,14.00
3/8/2023,21957358.52,22065624.50,21261787.95,21572641.59,28.00
3/9/2023,21546618.27,22984123.60,20908936.89,22984123.60,17.00
3/10/2023,22857507.89,23127914.04,21849798.07,22679540.49,16.00
3/13/2023,22562664.15,22949170.88,21928989.36,22949170.88,7.00
3/14/2023,22899337.28,23118065.21,22694069.16,23117279.60,14.00
3/15/2023,23164294.55,23164294.55,21473321.75,22682177.45,30.00
3/16/2023,22647897.15,25108122.95,22500931.84,25107348.03,5.00
3/17/2023,25041900.43,25041900.43,24351323.86,24468737.77,27.00
3/20/2023,24266217.97,24266217.97,22917431.10,23531532.87,22.00
3/21/2023,23549849.49,24013999.18,23162881.12,24013195.83,12.00
3/22/2023,24012376.00,24783967.70,23170636.77,24783967.70,20.00
3/23/2023,24704130.20,25011708.46,24184087.62,25011708.46,13.00
3/24/2023,25285841.28,25311793.76,23429550.80,24206892.22,29.00
3/27/2023,24234039.98,24597547.43,23736650.81,24597547.43,14.00
3/28/2023,24964180.56,24964180.56,24342253.47,24630597.57,23.00
3/29/2023,24684450.51,24684450.51,23663247.83,24133941.71,22.00
3/30/2023,24001306.34,24001306.34,22585219.68,22706872.63,43.00
3/31/2023,24126994.19,24126994.19,24126220.59,24126220.59,2.00
4/3/2023,24037545.66,24351910.61,23735294.51,24351088.53,13.00
4/4/2023,24268209.90,24517175.71,24086515.66,24517175.71,10.00
4/5/2023,24409299.76,24923476.81,24402261.50,24461774.24,16.00
4/6/2023,24632256.51,26042641.15,24632256.51,26041807.31,3.00
4/10/2023,26328628.08,27158626.47,26094659.81,27157738.74,11.00
4/11/2023,27115733.51,27419199.25,27084935.69,27419199.25,12.00
4/12/2023,27197100.31,27469048.45,25743299.03,26683690.59,32.00
4/13/2023,26829387.06,27552912.05,26376699.89,27552002.68,8.00
4/14/2023,27430677.98,28046351.03,27311750.55,28045411.95,10.00
4/17/2023,27956246.17,28469517.56,27728931.32,28468561.69,9.00
4/18/2023,28357510.13,28733407.45,28021000.22,28733407.45,10.00
