time,open,high,low,close
5/31/2018,45357.50,45357.50,43930.17,44376.26,28.00
6/1/2018,44343.53,46040.22,44343.53,46038.63,5.00
6/4/2018,46304.13,46304.13,45576.22,46252.98,10.00
6/5/2018,46062.54,46062.54,44770.31,44938.10,28.00
6/6/2018,44845.76,45201.42,44164.15,45199.81,20.00
6/7/2018,45300.99,45833.25,44856.75,45424.43,13.00
6/8/2018,45163.18,45163.18,43949.39,44647.92,16.00
6/11/2018,44719.60,44719.60,43706.58,43888.95,16.00
6/12/2018,43959.09,43959.09,43415.76,43811.24,22.00
6/13/2018,43680.32,43956.98,43279.81,43882.75,24.00
6/14/2018,43781.78,43990.31,43632.40,43868.19,17.00
6/15/2018,43836.86,43836.86,42753.52,42970.19,17.00
6/18/2018,43047.05,44322.35,43047.05,44320.82,3.00
6/19/2018,44666.26,46471.08,44666.26,46469.49,4.00
6/20/2018,46564.08,46564.08,45252.39,45280.83,17.00
6/21/2018,45046.69,45980.14,44503.19,45980.14,11.00
6/22/2018,46573.58,46573.58,46061.98,46364.26,14.00
6/25/2018,46159.68,48484.08,46042.31,48122.15,9.00
6/26/2018,47965.63,47965.63,46365.98,46597.33,19.00
6/27/2018,46424.85,49118.80,45577.14,49118.80,11.00
6/28/2018,49118.80,49118.80,46000.84,47327.33,22.00
6/29/2018,47261.45,47261.45,45899.94,46908.40,29.00
7/2/2018,46588.53,48708.75,46343.75,48707.07,18.00
7/3/2018,49379.72,50455.82,48515.68,50455.82,12.00
7/5/2018,50315.18,50772.98,49546.28,50771.17,14.00
7/6/2018,50616.99,52570.26,50052.61,52568.45,5.00
7/9/2018,52639.85,53006.87,51840.05,52815.62,28.00
7/10/2018,52861.33,52861.33,50399.15,50399.15,35.00
7/11/2018,50777.00,50777.00,48451.28,48460.90,37.00
7/12/2018,48657.64,50687.03,48579.47,50685.30,4.00
7/13/2018,50570.59,50570.59,49964.96,50037.00,17.00
7/16/2018,49812.41,49812.41,48070.72,48492.25,22.00
7/17/2018,51495.25,51495.25,51493.52,51493.52,2.00
7/18/2018,51390.74,51661.15,51194.77,51401.94,12.00
7/19/2018,51573.69,51573.69,50317.36,50533.27,23.00
7/20/2018,50342.19,50342.19,49392.00,50188.24,21.00
7/23/2018,50075.94,52055.06,50075.94,52053.27,4.00
7/24/2018,51950.13,52929.98,51407.65,52929.98,7.00
7/25/2018,53199.77,54249.63,51731.98,54247.75,18.00
7/26/2018,54223.73,54223.73,53457.08,53755.64,13.00
7/27/2018,53684.48,57821.71,53684.48,57821.71,3.00
7/30/2018,57782.68,59655.49,57782.68,59378.86,17.00
7/31/2018,59648.66,60320.51,59648.66,59934.85,11.00
8/1/2018,59488.03,59488.03,57248.95,57395.75,32.00
8/2/2018,57224.04,61603.36,56987.20,61601.31,5.00
8/3/2018,61256.37,61256.37,59292.40,59907.15,19.00
8/6/2018,59638.61,59638.61,57914.77,59269.24,23.00
8/7/2018,59425.84,59462.84,57720.75,57744.72,36.00
8/8/2018,57882.58,57882.58,56963.23,57151.68,19.00
8/9/2018,57038.64,57038.64,56106.05,56568.00,19.00
8/10/2018,56315.38,56427.97,55181.98,55415.66,26.00
8/13/2018,55268.78,56244.92,54856.99,56244.92,15.00
8/14/2018,56232.49,57510.41,56131.08,57508.40,6.00
8/15/2018,57340.34,57796.50,56483.24,56880.68,21.00
8/16/2018,56803.05,56803.05,55783.35,56688.52,28.00
8/17/2018,56509.40,57509.48,56317.78,57507.46,15.00
8/20/2018,57530.93,58116.42,57365.05,57954.50,11.00
8/21/2018,57913.85,58398.90,57568.00,58398.90,16.00
8/22/2018,58762.06,58762.06,57743.38,58738.45,10.00
8/23/2018,59634.76,59994.98,59185.58,59779.64,23.00
8/24/2018,59819.15,59819.15,59040.79,59759.09,18.00
8/27/2018,59654.93,59999.67,58932.03,59997.54,8.00
8/28/2018,59852.51,59852.51,58231.53,58242.39,26.00
8/29/2018,58192.03,59882.54,57936.09,59880.47,8.00
8/30/2018,59672.90,59672.90,58684.74,59295.84,18.00
8/31/2018,59855.52,59855.52,59525.23,59525.23,12.00
9/4/2018,59422.91,60022.48,57793.85,58060.95,26.00
9/5/2018,58033.84,59884.11,57946.20,58922.50,20.00
9/6/2018,58627.64,59196.74,57320.58,59194.64,12.00
9/7/2018,58814.74,60030.49,58523.99,59013.25,17.00
9/10/2018,58572.95,59193.88,58194.69,58543.59,14.00
9/11/2018,58427.22,61295.39,58422.71,61293.30,6.00
9/12/2018,61224.02,61224.02,56466.31,57123.66,35.00
9/13/2018,56835.74,57220.76,55141.34,55238.42,25.00
9/14/2018,55296.31,55451.92,53400.21,53921.19,26.00
9/17/2018,53790.02,54221.55,52294.81,53604.91,34.00
9/18/2018,55245.11,55245.11,54755.46,54976.04,13.00
9/19/2018,55168.36,56223.28,55168.36,56036.82,20.00
9/20/2018,55805.59,55805.59,53982.14,54808.39,10.00
9/21/2018,54713.75,56008.20,54412.11,56008.20,11.00
9/24/2018,56424.40,58452.94,56040.18,58450.94,5.00
9/25/2018,58486.99,58486.99,56288.17,56729.04,27.00
9/26/2018,56778.24,57653.14,56319.21,57653.14,9.00
9/27/2018,57441.49,58123.93,57115.48,57677.92,15.00
9/28/2018,57690.36,57690.36,55641.68,55875.80,36.00
10/1/2018,55754.22,56621.76,55371.09,56621.76,18.00
10/2/2018,56400.68,57332.60,56242.60,57332.60,18.00
10/3/2018,57062.44,57062.44,54780.64,55429.97,35.00
10/4/2018,58707.78,58707.78,58707.78,58707.78,2.00
10/5/2018,58527.60,60493.68,58278.69,58632.60,19.00
10/8/2018,58787.34,60488.31,58288.01,60486.22,13.00
10/9/2018,60310.72,60389.50,56173.61,56373.35,31.00
10/10/2018,56143.82,63312.58,55588.10,63312.58,6.00
10/11/2018,63356.92,64464.29,56058.83,58070.72,37.00
10/12/2018,58508.86,58508.86,53726.72,55732.26,27.00
10/15/2018,55113.47,55201.76,53501.41,54312.12,20.00
10/16/2018,54299.64,56191.24,52627.68,56189.29,16.00
10/17/2018,57121.91,57207.39,56092.59,56623.98,15.00
10/18/2018,57135.15,58436.75,55218.78,58436.75,16.00
10/19/2018,58088.87,58977.98,55980.82,58977.98,19.00
10/22/2018,58923.82,60182.48,56458.01,56458.01,24.00
10/23/2018,55806.24,56066.94,51810.48,56064.91,17.00
10/24/2018,56000.16,63405.19,54307.02,63405.19,13.00
10/25/2018,63178.99,66434.65,61768.75,66432.38,8.00
10/26/2018,65728.38,67399.16,65305.49,65305.49,15.00
10/29/2018,64673.68,70345.71,62113.21,70345.71,13.00
10/30/2018,69285.43,70282.99,67512.34,70214.76,13.00
10/31/2018,70148.20,70724.02,68394.37,68903.97,19.00
11/1/2018,68887.79,72466.26,68603.52,72463.79,8.00
11/2/2018,71936.36,74987.49,71614.61,74987.49,8.00
11/5/2018,77128.91,77237.59,75595.39,77234.90,15.00
11/6/2018,79812.38,80172.20,78818.03,79611.65,14.00
11/7/2018,79386.68,82362.98,76843.44,82360.13,11.00
11/8/2018,82771.66,82771.66,78038.18,78318.14,30.00
11/9/2018,78137.14,79454.17,78137.14,78569.44,12.00
11/12/2018,78274.56,82791.99,78274.56,82784.38,11.00
11/13/2018,83258.38,83258.38,77046.74,79705.96,25.00
11/14/2018,79365.04,81418.23,77441.60,80760.30,15.00
11/15/2018,80109.93,85034.78,79055.88,85031.88,15.00
11/16/2018,84476.40,85083.72,81935.72,82685.24,29.00
11/19/2018,82467.22,91670.01,82467.22,91670.01,3.00
11/20/2018,90390.14,91216.83,86518.48,86676.24,26.00
11/21/2018,85447.04,85447.04,77416.05,79132.92,40.00
11/23/2018,80741.58,80741.58,78570.09,80701.31,15.00
11/26/2018,80698.40,80698.40,77453.20,79925.33,25.00
11/27/2018,79291.08,79291.08,77427.87,78810.35,21.00
11/28/2018,78274.99,83931.70,75588.40,83928.87,18.00
11/29/2018,83486.08,83486.08,77656.80,78353.78,25.00
11/30/2018,78909.57,78909.57,76721.93,78617.34,21.00
12/3/2018,77764.29,78833.57,77764.29,78151.99,9.00
12/4/2018,77821.04,83760.28,73658.13,83760.28,22.00
12/6/2018,83677.80,87123.35,79383.54,87120.33,12.00
12/7/2018,86931.60,96562.65,85813.52,96562.65,11.00
12/10/2018,94905.23,95641.19,89420.86,93945.82,17.00
12/11/2018,94305.47,94305.47,86162.52,87714.30,26.00
12/12/2018,87668.86,90007.88,85035.34,90007.88,10.00
12/13/2018,89809.52,89809.52,85929.12,85929.12,23.00
12/14/2018,86178.98,88408.10,83714.81,88408.10,16.00
12/17/2018,88669.50,94380.71,87963.26,94380.71,10.00
12/18/2018,94258.34,94258.34,80288.09,80831.84,44.00
12/19/2018,80338.12,84029.69,75632.19,84029.69,16.00
12/20/2018,83659.43,83659.43,76642.01,77955.96,33.00
12/21/2018,77729.27,85954.74,75625.06,85954.74,10.00
12/24/2018,85649.63,88084.61,82572.37,88084.61,15.00
12/26/2018,88955.45,102819.56,85287.97,102816.36,8.00
12/27/2018,102405.96,108694.64,97950.14,108690.91,18.00
12/28/2018,108380.71,109844.20,106314.75,109114.71,13.00
12/31/2018,108715.11,109273.87,98710.34,98710.34,38.00
1/2/2019,99441.70,107220.12,98812.43,107216.54,4.00
1/3/2019,106291.55,107884.53,98117.42,103124.39,27.00
1/4/2019,103283.24,111732.55,102710.05,111728.81,7.00
1/7/2019,111696.21,111696.21,103769.64,107587.27,13.00
1/8/2019,107722.02,109600.10,107342.01,109588.25,10.00
1/9/2019,109228.09,109228.09,103806.38,104157.06,19.00
1/10/2019,104179.41,106211.74,101601.65,106207.98,13.00
1/11/2019,106071.59,106226.75,101363.08,102498.31,25.00
1/14/2019,103241.36,103241.36,100876.05,102183.26,16.00
1/15/2019,102081.10,105580.61,101847.54,105576.92,10.00
1/16/2019,107082.60,107415.10,105834.09,106712.59,19.00
1/17/2019,106655.97,111455.31,106655.97,111451.47,3.00
1/18/2019,112150.75,113342.71,111733.13,111733.13,10.00
1/22/2019,111701.86,116299.08,111098.36,116299.08,6.00
1/23/2019,115842.28,117105.34,113857.11,116484.31,18.00
1/24/2019,115993.06,115993.06,109425.55,110336.55,23.00
1/25/2019,110789.03,112204.46,110328.10,111382.20,15.00
1/28/2019,111022.63,111320.26,108545.98,110434.63,21.00
1/29/2019,110001.67,110271.83,108116.13,110271.83,17.00
1/30/2019,110595.59,113742.91,107375.63,113738.94,20.00
1/31/2019,113248.08,114817.06,111788.98,113468.79,16.00
2/1/2019,114038.10,114804.05,113268.56,114804.05,9.00
2/4/2019,114475.25,118410.12,113288.19,118406.00,6.00
2/5/2019,120023.62,120537.91,119154.16,120533.66,8.00
2/6/2019,120139.70,120139.70,117620.36,117842.12,19.00
2/7/2019,117949.64,118043.45,115983.07,116567.88,17.00
2/8/2019,117350.20,117574.68,113612.88,117570.49,14.00
2/11/2019,117292.69,118393.55,116867.12,118393.55,7.00
2/12/2019,118305.50,122102.62,118305.50,122098.38,3.00
2/13/2019,121728.53,121728.53,116459.69,118021.16,33.00
2/14/2019,118072.34,118072.34,113801.23,115207.65,19.00
2/15/2019,115818.31,115818.31,112675.55,113315.34,19.00
2/19/2019,114477.38,114705.92,114014.04,114014.04,9.00
2/20/2019,113881.89,113881.89,108795.74,108795.74,31.00
2/21/2019,108998.30,108998.30,106564.39,106941.19,14.00
2/22/2019,106866.64,106866.64,102194.03,103157.01,30.00
2/25/2019,102963.87,104195.94,102212.19,104195.94,14.00
2/26/2019,104360.69,104762.15,103522.72,103951.17,15.00
2/27/2019,104263.43,108276.79,104263.43,108273.07,4.00
2/28/2019,108123.07,108123.07,104051.41,104297.43,27.00
3/1/2019,103890.96,103890.96,102221.49,103540.54,22.00
3/4/2019,103422.64,106417.83,102413.55,106414.13,18.00
3/5/2019,106337.15,106337.15,104218.06,104604.81,13.00
3/6/2019,104768.71,105208.07,103946.06,105208.07,12.00
3/7/2019,104863.82,106708.73,103906.37,105418.50,14.00
3/8/2019,104817.59,104817.59,100275.46,103173.28,29.00
3/11/2019,109746.54,109746.54,109742.85,109742.85,2.00
3/12/2019,109814.13,109814.13,106998.74,106998.74,20.00
3/13/2019,106994.91,106994.91,103654.67,104157.79,32.00
3/14/2019,103805.29,103895.65,99278.34,99627.87,45.00
3/15/2019,99336.02,99336.02,98146.85,98860.76,15.00
3/18/2019,99082.86,99315.66,97550.61,97724.44,28.00
3/19/2019,97615.44,97615.44,93245.67,93808.98,35.00
3/20/2019,93616.91,93616.91,90210.14,92241.85,33.00
3/21/2019,98636.01,98636.01,98632.73,98632.73,2.00
3/22/2019,98741.18,104090.67,98088.43,104090.67,13.00
3/25/2019,104016.72,104668.01,101138.66,102047.94,27.00
3/26/2019,102184.20,102184.20,99097.90,100796.76,17.00
3/27/2019,100504.91,101145.71,97578.64,97578.64,29.00
3/28/2019,97163.30,97590.36,95572.57,95941.39,22.00
3/29/2019,95749.24,96023.49,91704.72,92578.70,40.00
4/1/2019,92599.10,92599.10,90396.04,91943.90,14.00
4/2/2019,92102.07,92468.80,91358.90,92465.53,13.00
4/3/2019,92522.66,93714.20,91646.92,93714.20,10.00
4/4/2019,93221.50,94640.48,93221.50,93973.71,13.00
4/5/2019,93627.25,93627.25,89724.28,90067.22,32.00
4/8/2019,89868.52,91288.35,89096.51,91285.15,9.00
4/9/2019,90786.90,90786.90,89762.94,90332.73,14.00
4/10/2019,90388.19,90388.19,88326.27,89299.55,21.00
4/11/2019,89180.94,89235.66,88233.67,88596.81,18.00
4/12/2019,88460.10,88460.10,86085.23,86368.28,33.00
4/15/2019,86312.54,87603.44,85727.48,87600.37,10.00
4/16/2019,87597.25,87597.25,86251.35,86342.09,24.00
4/17/2019,86378.87,86869.46,84266.27,84266.27,31.00
4/18/2019,84317.25,85368.42,84119.36,85365.42,11.00
4/22/2019,85087.74,87297.79,84938.38,87294.76,5.00
4/23/2019,87236.04,90755.54,87103.16,90752.44,5.00
4/24/2019,90387.08,90387.08,88820.62,89980.67,18.00
4/25/2019,90636.53,91104.84,90333.27,90632.16,16.00
4/26/2019,91887.56,93602.54,91326.07,93599.32,7.00
4/29/2019,93399.70,93419.32,92133.78,92228.46,21.00
4/30/2019,92010.80,92557.41,90907.90,92554.13,15.00
5/1/2019,92550.85,93996.83,90331.62,93996.83,20.00
5/2/2019,93555.03,95434.36,92894.78,93097.65,18.00
5/3/2019,92819.38,94559.28,91634.41,94555.98,7.00
5/6/2019,97304.54,99643.51,96856.56,99640.16,6.00
5/7/2019,100127.53,103045.77,99277.49,103045.77,5.00
5/8/2019,102735.39,102735.39,94280.57,95207.20,25.00
5/9/2019,95227.91,99222.80,95037.99,99219.41,10.00
5/10/2019,98767.49,105879.55,97291.34,105876.02,10.00
5/13/2019,105571.43,106260.91,103569.09,106033.92,17.00
5/14/2019,105963.09,106113.32,104059.25,106109.54,10.00
5/15/2019,105301.31,111780.79,104565.31,111777.01,5.00
5/16/2019,111235.79,115577.21,111235.79,112091.75,18.00
5/17/2019,111255.78,111768.81,102465.87,104607.32,42.00
5/20/2019,104445.06,105183.41,96408.55,97008.28,41.00
5/21/2019,96751.96,96751.96,93692.56,93899.25,18.00
5/22/2019,94272.75,94272.75,88350.25,88802.74,39.00
5/23/2019,88660.55,88660.55,86152.76,86699.99,21.00
5/24/2019,86680.68,87509.19,85667.44,87509.19,17.00
5/28/2019,88174.57,89122.51,86308.99,89122.51,21.00
5/29/2019,88920.51,88957.74,83043.15,83100.71,34.00
5/30/2019,83100.71,83100.71,81927.27,82281.88,20.00
5/31/2019,81961.94,82335.79,80093.27,81203.06,17.00
6/3/2019,81259.16,84477.49,80057.71,84477.49,21.00
6/4/2019,83732.69,88102.40,81968.48,88099.38,12.00
6/5/2019,87740.10,89302.73,87177.72,89299.58,14.00
6/6/2019,89357.10,90020.09,87509.09,90016.90,19.00
6/7/2019,89912.84,94443.10,89607.10,94439.89,5.00
6/10/2019,95454.68,97606.17,95265.38,97606.17,9.00
6/11/2019,97521.89,98670.17,95988.87,98670.17,9.00
6/12/2019,98217.41,98235.48,94712.84,94947.14,31.00
6/13/2019,94657.06,94819.16,89275.17,89275.17,49.00
6/14/2019,89643.82,89643.82,88410.28,88818.28,15.00
6/17/2019,88760.08,89474.19,88054.14,88186.29,23.00
6/18/2019,87765.15,87765.15,85859.99,87568.52,14.00
6/19/2019,87362.38,88240.52,86132.02,87312.05,30.00
6/20/2019,87713.97,87713.97,86267.23,87349.04,11.00
6/21/2019,87160.54,87358.17,84691.57,85058.47,34.00
6/24/2019,84841.99,84841.99,82318.25,82874.78,25.00
6/25/2019,88284.25,88284.25,88284.25,88284.25,2.00
6/26/2019,87788.15,88987.36,87175.13,88987.36,10.00
6/27/2019,89178.16,89178.16,87459.16,87589.49,29.00
6/28/2019,87364.85,88223.32,87364.85,87825.88,16.00
7/1/2019,87309.56,88464.10,86712.57,88464.10,7.00
7/2/2019,88554.46,88554.46,86097.86,87646.82,19.00
7/3/2019,87459.61,87649.45,85919.85,87646.34,11.00
7/5/2019,87480.56,88830.42,86690.22,88827.31,12.00
7/8/2019,89517.17,89517.17,87603.08,88312.81,27.00
7/9/2019,91849.00,91849.00,91845.87,91845.87,2.00
7/10/2019,92955.99,93102.12,90905.14,91283.69,30.00
7/11/2019,91053.30,91222.99,90185.62,91222.99,14.00
7/12/2019,90973.54,92446.18,90973.54,92442.95,5.00
7/15/2019,92096.42,92096.42,90091.56,90775.17,27.00
7/16/2019,90640.84,90652.53,89963.10,90539.61,30.00
7/17/2019,90461.44,90461.44,88694.45,90135.76,30.00
7/18/2019,90606.51,91903.00,89409.29,91899.81,16.00
7/19/2019,93263.11,96993.66,93205.96,96993.66,4.00
7/22/2019,97682.16,97682.16,95553.61,96579.86,18.00
7/23/2019,97654.28,97681.35,95838.59,97677.93,23.00
7/24/2019,97451.94,101098.94,97451.94,101095.48,5.00
7/25/2019,102278.07,102590.61,101884.27,102590.61,14.00
7/26/2019,103349.13,103720.69,103009.02,103717.06,6.00
7/29/2019,103610.76,106148.49,103610.76,106144.82,10.00
7/30/2019,105618.02,105987.61,103202.67,103202.67,27.00
7/31/2019,103347.77,107752.53,101840.34,107752.53,14.00
8/1/2019,110671.03,117624.81,110671.03,117624.81,3.00
8/2/2019,117271.47,117271.47,110555.03,110601.05,23.00
8/5/2019,110597.11,113313.78,108906.04,113313.78,16.00
8/6/2019,113437.83,114215.04,111038.69,114211.00,14.00
8/7/2019,114635.16,117412.69,112471.93,117408.62,15.00
8/8/2019,116319.43,123185.96,115071.74,123181.79,6.00
8/9/2019,123523.43,126538.96,123523.43,123731.96,16.00
8/12/2019,123331.91,124128.21,116394.94,118608.30,33.00
8/13/2019,118093.30,126704.51,117650.82,126700.30,8.00
8/14/2019,126481.74,128840.09,121949.88,128840.09,13.00
8/15/2019,127688.81,127688.81,118770.61,118770.61,30.00
8/16/2019,118899.41,118899.41,114466.72,116158.70,16.00
8/19/2019,116479.54,117211.25,115805.20,115805.20,16.00
8/20/2019,115608.16,117160.05,114821.17,117160.05,13.00
8/21/2019,116812.57,116957.35,115509.80,115679.45,21.00
8/22/2019,115581.57,117468.64,114121.73,116256.65,24.00
8/23/2019,115783.93,123832.25,112601.97,123832.25,13.00
8/26/2019,122858.72,122858.72,115189.41,117094.91,27.00
8/27/2019,117216.59,117216.59,114048.39,117086.42,18.00
8/28/2019,117693.53,121518.53,117693.53,121514.37,3.00
8/29/2019,122603.43,122603.43,119710.95,119710.95,23.00
8/30/2019,120010.78,122391.41,119757.18,122055.52,5.00
9/3/2019,121841.34,122024.88,114296.38,114659.82,24.00
9/4/2019,114439.68,115484.19,113135.07,115480.11,18.00
9/5/2019,117807.15,117807.15,114715.11,115410.21,28.00
9/6/2019,116247.51,116295.67,115500.59,115809.41,16.00
9/9/2019,116191.06,117132.37,115639.17,117132.37,14.00
9/10/2019,118680.53,118680.53,113020.08,115683.53,27.00
9/11/2019,115121.44,117549.94,113929.27,117545.84,9.00
9/12/2019,116910.13,117197.09,113774.84,115274.17,30.00
9/13/2019,115461.37,115461.37,114408.69,115097.70,16.00
9/16/2019,114973.27,115671.01,112154.20,112294.30,31.00
9/17/2019,112032.48,112032.48,108349.56,110172.34,29.00
9/18/2019,110214.29,110214.29,103056.44,105948.83,35.00
9/19/2019,107046.83,108254.33,106572.55,108254.33,11.00
9/20/2019,108097.39,111975.20,107001.80,111975.20,13.00
9/23/2019,111646.20,111830.39,110370.66,110790.22,16.00
9/24/2019,110855.75,118116.33,110176.38,118116.33,8.00
9/25/2019,117839.68,123550.58,116385.26,123546.39,10.00
9/26/2019,124791.93,124891.98,121344.05,122805.18,25.00
9/27/2019,124459.06,126479.37,122577.73,126479.37,8.00
9/30/2019,125989.96,125996.33,123497.80,125991.84,11.00
10/1/2019,126788.34,133014.88,125882.78,133014.88,5.00
10/2/2019,135014.25,135547.71,132703.56,133045.51,16.00
10/3/2019,131506.95,131506.95,123268.83,131244.60,11.00
10/4/2019,131553.26,131632.20,127712.20,131627.54,14.00
10/7/2019,131147.54,131496.68,129772.80,131496.68,20.00
10/8/2019,131182.36,132388.22,126083.02,129545.71,24.00
10/9/2019,129430.27,129536.50,125683.37,126731.75,17.00
10/10/2019,126348.26,128641.17,122008.09,122676.09,35.00
10/11/2019,124525.05,124525.05,118846.95,120327.97,25.00
10/14/2019,119925.25,120349.30,117374.36,117672.02,31.00
10/15/2019,118580.37,122177.69,118551.69,122173.52,4.00
10/16/2019,121763.59,121763.59,119364.90,119588.45,23.00
10/17/2019,119440.79,120630.15,119181.80,119551.08,17.00
10/18/2019,119452.20,121091.41,117931.49,121020.24,19.00
10/21/2019,120744.14,122317.42,120388.33,122313.14,6.00
10/22/2019,122136.88,126431.51,120667.33,126431.51,7.00
10/23/2019,126114.83,127302.12,126036.36,127297.64,14.00
10/24/2019,127424.58,128260.87,126863.38,128256.36,17.00
10/25/2019,134225.61,134225.61,134221.07,134221.07,2.00
10/28/2019,134302.88,135569.82,133797.92,135565.08,8.00
10/29/2019,135263.13,136197.59,134410.99,136197.59,25.00
10/30/2019,136914.28,137243.01,132501.85,135025.93,35.00
10/31/2019,133959.28,133959.28,131370.91,132107.01,18.00
11/1/2019,132182.41,133798.16,131478.78,133793.49,19.00
11/4/2019,133206.09,133206.09,131176.18,131176.18,23.00
11/5/2019,131407.35,131407.35,130580.50,130864.17,10.00
11/6/2019,131357.16,131357.16,129182.09,129964.67,13.00
11/7/2019,129882.41,130597.80,127549.74,129611.55,20.00
11/8/2019,129223.05,131897.79,128907.44,131893.21,10.00
11/11/2019,131572.24,132717.52,130714.92,132712.87,9.00
11/12/2019,132633.73,133620.77,132312.36,133620.77,7.00
11/13/2019,133589.44,134223.08,133434.02,133588.60,13.00
11/14/2019,133344.40,133663.60,131653.88,132818.69,21.00
11/15/2019,132477.96,133599.58,132477.96,133594.90,16.00
11/18/2019,134117.99,135208.73,132883.77,135204.02,11.00
11/19/2019,136525.75,136525.75,135916.86,135916.86,12.00
11/20/2019,135349.06,135349.06,132958.07,135149.24,18.00
11/21/2019,135465.71,135465.71,129126.10,129174.93,31.00
11/22/2019,128715.03,128850.24,127653.01,128592.06,20.00
11/25/2019,131810.24,131810.24,131805.70,131805.70,2.00
11/26/2019,131289.90,131289.90,129357.14,129811.97,14.00
11/27/2019,129782.09,131772.35,129367.90,131767.78,7.00
11/29/2019,131665.22,131665.22,130206.15,131432.23,13.00
12/2/2019,136685.84,136685.84,134745.67,134745.67,12.00
12/3/2019,134282.93,134282.93,128501.28,131997.43,21.00
12/4/2019,131606.23,131606.23,127378.96,127817.33,39.00
12/5/2019,127737.19,128038.04,127017.86,128033.53,15.00
12/6/2019,127783.03,127783.03,126198.25,127295.50,16.00
12/9/2019,128414.20,131312.48,128414.20,131312.48,3.00
12/10/2019,131796.91,132595.78,131050.78,131920.29,16.00
12/11/2019,131967.30,133513.56,131781.84,133508.92,15.00
12/12/2019,133269.49,134849.87,131752.30,133599.50,17.00
12/13/2019,133128.59,134733.15,131289.49,131615.48,11.00
12/16/2019,132851.26,132851.26,132334.21,132334.21,6.00
12/17/2019,132207.91,132207.91,128554.75,128575.39,41.00
12/18/2019,128599.92,129127.38,128086.71,129127.38,17.00
12/19/2019,129201.21,131081.66,128744.66,131077.12,8.00
12/20/2019,130552.35,130552.35,128743.90,128743.90,23.00
12/23/2019,128593.64,128593.64,126670.64,127151.92,38.00
12/24/2019,127079.98,127770.93,127079.98,127580.46,12.00
12/26/2019,130943.26,130943.26,130938.78,130938.78,2.00
12/27/2019,130836.51,130974.36,129772.25,130526.54,20.00
12/30/2019,130203.98,133356.32,129861.68,132063.22,10.00
12/31/2019,130459.22,131084.08,129489.20,131079.44,13.00
1/2/2020,130688.40,134599.08,130512.58,134594.49,12.00
1/3/2020,135777.95,135777.95,132413.48,133637.21,25.00
1/6/2020,141307.96,141307.96,141303.27,141303.27,2.00
1/7/2020,140983.68,140983.68,138358.03,138510.34,16.00
1/8/2020,137424.40,140174.34,137424.40,140169.48,11.00
1/9/2020,139964.84,139964.84,133861.98,134395.09,48.00
1/10/2020,135001.88,136202.24,133514.15,136202.24,12.00
1/13/2020,135830.09,139284.62,135736.79,139279.86,10.00
1/14/2020,138624.40,138968.08,133816.97,134696.54,27.00
1/15/2020,134300.47,134760.18,130945.36,132039.54,30.00
1/16/2020,131653.00,132069.56,129665.42,132064.94,19.00
1/17/2020,132676.00,132676.00,130633.43,132336.65,25.00
1/21/2020,132550.40,132550.40,129662.82,129800.39,20.00
1/22/2020,129518.05,130050.27,127791.21,129635.47,22.00
1/23/2020,130766.76,130766.76,127732.48,129977.38,21.00
1/24/2020,129724.05,134706.12,128392.22,134706.12,11.00
1/27/2020,133685.42,134328.66,130342.23,130880.47,20.00
1/28/2020,130380.25,134826.40,130151.80,134821.82,8.00
1/29/2020,134700.77,136241.48,133250.33,133950.02,29.00
1/30/2020,135991.22,136503.70,132723.82,136499.01,20.00
1/31/2020,146767.44,146767.44,146767.44,146767.44,2.00
2/3/2020,150200.13,150200.13,143656.33,143730.43,28.00
2/4/2020,144235.21,147556.86,142792.10,147551.84,9.00
2/5/2020,152163.69,152163.69,150209.29,150209.29,8.00
2/6/2020,150177.76,154463.03,150177.76,154457.79,3.00
2/7/2020,153345.81,153345.81,148798.29,150476.21,16.00
2/10/2020,159240.77,159240.77,159235.52,159235.52,2.00
2/11/2020,158334.62,161117.89,157683.64,161117.89,11.00
2/12/2020,160924.83,162234.98,159369.26,162229.37,8.00
2/13/2020,160465.39,162296.42,160014.36,160083.13,12.00
2/14/2020,159777.03,159777.03,158180.29,159103.94,17.00
2/18/2020,157953.05,158261.69,156358.39,158256.15,9.00
2/19/2020,157982.54,158780.67,156985.07,158662.73,7.00
2/20/2020,158609.09,162587.28,156822.20,160863.99,14.00
2/21/2020,160258.99,167229.96,160258.99,167229.96,15.00
2/24/2020,172369.06,172369.06,167973.34,170525.14,15.00
2/25/2020,167265.92,182274.19,160549.31,182274.19,9.00
2/26/2020,184755.41,192601.40,184007.72,192601.40,9.00
2/27/2020,188744.06,188744.06,162382.93,182195.67,27.00
2/28/2020,183468.27,183468.27,143564.22,159370.59,32.00
3/2/2020,157786.67,170968.58,145668.90,170962.99,16.00
3/3/2020,169470.86,169470.86,143421.91,164626.23,12.00
3/4/2020,163979.43,166316.73,149355.45,164604.40,22.00
3/5/2020,164140.60,168312.36,158902.88,168312.36,11.00
3/6/2020,169460.71,169460.71,148687.78,154918.01,32.00
3/9/2020,154308.87,163094.93,142050.25,152549.08,29.00
3/10/2020,152725.91,159540.10,139709.98,159534.72,25.00
3/11/2020,159016.77,168889.81,157597.80,168889.81,10.00
3/12/2020,168150.61,175862.27,149586.63,170661.93,19.00
3/13/2020,166629.30,190898.83,151200.99,190892.78,22.00
3/16/2020,214867.79,226321.70,187325.16,226321.70,17.00
